"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","2","1","0.000000","0","0"
"/Game/Assets/Models/Barrel/barrelMap.barrelMap","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/PistolType64/Material_003.Material_003","0","0","24","1","0.000000","0","0"
"/Game/Assets/Models/PistolType64/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","76","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/Assets/Models/Axe/axe1.axe1","0","0","12","1","0.000000","0","0"
"/Game/Assets/UI/Materials/Clothes/Hats/Materials/M_CylenderHats.M_CylenderHats","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/Assets/Models/Box/Cover/cover1.cover1","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Box/BoxBottom/Material.Material","0","0","12","1","0.000000","0","0"
"/Game/Assets/UI/Materials/Clothes/Materials/M_ManiquienClothes.M_ManiquienClothes","0","0","58","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","76","1","0.000000","0","76"
"/Game/Assets/Character/NPC/Citizen/Citizen_01/texturesAndMaterials/male_worksuit01.male_worksuit01","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_01/texturesAndMaterials/male_muscle_13290.male_muscle_13290","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_01/texturesAndMaterials/high-poly.high-poly","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_02/texturesAndMaterials/shoes05.shoes05","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_02/texturesAndMaterials/ponytail01.ponytail01","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_02/texturesAndMaterials/male_casualsuit05.male_casualsuit05","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_02/texturesAndMaterials/high-poly_001.high-poly_001","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Citizen/Citizen_02/texturesAndMaterials/female_muscle_13442.female_muscle_13442","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/NPC/Aggressive/RangeAggressive/materialsAndTextures/Ch18_Body.Ch18_Body","0","0","24","1","0.000000","0","0"
"/Game/Vehicle/Sedan/Materials/M_Vehicle_Sedan.M_Vehicle_Sedan","0","0","78","2","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/UI/Materials/M_Crosshair.M_Crosshair","0","0","30","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/Skin_texture.Skin_texture","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/short01.short01","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/shoes06.shoes06","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/male_casualsuit06.male_casualsuit06","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/high-poly_005.high-poly_005","0","0","24","1","0.000000","0","0"
"/Game/Assets/Character/SurvivalCharacter/textures_materials/eyebrow001.eyebrow001","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/Assets/NPC/Zombie/Materials/Ch10_body1.Ch10_body1","0","0","24","1","0.000000","0","0"
"/Game/Assets/NPC/Zombie/Materials/Ch10_body.Ch10_body","0","0","24","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Assets/UI/MainMenu/M_MainMenu.M_MainMenu","0","0","9","1","0.000000","0","0"
"/Game/Assets/UI/Materials/M_EquipPart.M_EquipPart","0","0","15","1","0.000000","0","0"
"/Game/Assets/UI/Materials/M_EquipMan.M_EquipMan","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/Assets/Models/Trees/lieves-tree/conifer_macedonian_pine_Leaf_Mat.conifer_macedonian_pine_Leaf_Mat","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Trees/lieves-tree/Cap_Branch_Mat.Cap_Branch_Mat","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Trees/lieves-tree/Bark_Branch_Mat.Bark_Branch_Mat","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Trees/fir-tree/3DPaz_fir-tree_trunk.3DPaz_fir-tree_trunk","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Trees/fir-tree/3DPaz_fir-tree_leaves.3DPaz_fir-tree_leaves","0","0","28","1","0.000000","0","0"
"/Game/Assets/Models/Shield/shieldWithClover/Material.Material","0","0","33","1","0.000000","0","0"
"/Game/Assets/Models/House/wood.wood","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/House/walls.walls","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/House/roof.roof","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/House/floor.floor","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Grass/JustGreenGrass/Material_001.Material_001","0","0","70","1","0.000000","0","0"
"/Game/Assets/Models/Grass/GrassWithFlowers/MM_MyGrass.MM_MyGrass","0","0","70","1","0.000000","0","0"
"/Game/Assets/Models/Bushes/small_maple_bush/small_mapple_bush_bark.small_mapple_bush_bark","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Bushes/small_maple_bush/small_mapple_bush_leaf.small_mapple_bush_leaf","0","0","35","1","0.000000","0","0"
"/Game/Assets/Models/Bushes/2-BushLowPolyGreen/leavesMat.leavesMat","0","0","76","1","0.000000","0","0"
"/Game/Assets/Models/Bench/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean_2.M_Water_Ocean_2","0","0","40","1","0.000000","0","0"
"/Game/Assets/UI/Materials/M_LandScape.M_LandScape","0","28","236","10","0.000000","0","0"
"/Game/Assets/Models/Rope/ropeMat.ropeMat","0","0","12","1","0.000000","0","0"
"/Game/Assets/Models/Trees/Birch/birch_leaves.birch_leaves","0","0","38","1","0.000000","0","0"
"/Game/Assets/Models/Trees/Birch/birch_bark.birch_bark","0","0","33","1","0.000000","0","0"
"/Game/Assets/Models/Table/Material_001.Material_001","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
